STATEID,DISTID,PSUID,HHID12,HHSPLITID12,HHID05,HHSPLITID05
Rajasthan 08,24,11,140,2,14,0
Rajasthan 08,24,11,140,3,14,0
Rajasthan 08,24,11,140,4,14,0
Rajasthan 08,24,11,140,5,14,0
Rajasthan 08,24,11,140,6,14,0
Rajasthan 08,24,11,150,1,15,0
Rajasthan 08,25,1,11,1,1,1
Rajasthan 08,25,1,21,1,2,1
Rajasthan 08,25,1,31,1,3,1
Rajasthan 08,25,1,41,1,4,1
Rajasthan 08,25,1,51,1,5,1
Rajasthan 08,25,1,61,1,6,1
Rajasthan 08,25,1,71,1,7,1
Rajasthan 08,25,1,81,1,8,1
Rajasthan 08,25,1,91,1,9,1
Rajasthan 08,25,1,101,1,10,1
Rajasthan 08,25,1,111,1,11,1
Rajasthan 08,25,1,121,1,12,1
Rajasthan 08,25,1,131,1,13,1
Rajasthan 08,25,1,131,2,13,1
Rajasthan 08,25,1,131,3,13,1
Rajasthan 08,25,1,132,1,13,2
Rajasthan 08,25,1,133,1,13,3
Rajasthan 08,25,1,141,1,14,1
Rajasthan 08,25,1,151,1,15,1
Rajasthan 08,25,1,151,2,15,1
Rajasthan 08,25,1,151,3,15,1
Rajasthan 08,25,2,11,1,1,1
Rajasthan 08,25,2,11,2,1,1
Rajasthan 08,25,2,21,1,2,1
Rajasthan 08,25,2,21,2,2,1
Rajasthan 08,25,2,31,1,3,1
Rajasthan 08,25,2,41,1,4,1
Rajasthan 08,25,2,51,1,5,1
Rajasthan 08,25,2,51,2,5,1
Rajasthan 08,25,2,61,1,6,1
Rajasthan 08,25,2,71,1,7,1
Rajasthan 08,25,2,71,2,7,1
Rajasthan 08,25,2,81,1,8,1
Rajasthan 08,25,2,91,1,9,1
Rajasthan 08,25,2,91,2,9,1
Rajasthan 08,25,2,101,1,10,1
Rajasthan 08,25,2,101,2,10,1
Rajasthan 08,25,2,101,3,10,1
Rajasthan 08,25,2,111,1,11,1
Rajasthan 08,25,2,121,1,12,1
Rajasthan 08,25,2,121,2,12,1
Rajasthan 08,25,2,131,1,13,1
Rajasthan 08,25,2,141,1,14,1
Rajasthan 08,25,2,151,1,15,1
Rajasthan 08,25,3,10,1,1,0
Rajasthan 08,25,3,10,2,1,0
Rajasthan 08,25,3,20,1,2,0
Rajasthan 08,25,3,30,1,3,0
Rajasthan 08,25,3,40,1,4,0
Rajasthan 08,25,3,50,1,5,0
Rajasthan 08,25,3,60,1,6,0
Rajasthan 08,25,3,70,1,7,0
Rajasthan 08,25,3,80,1,8,0
Rajasthan 08,25,3,90,1,9,0
Rajasthan 08,25,3,100,1,10,0
Rajasthan 08,25,3,100,2,10,0
Rajasthan 08,25,3,100,3,10,0
Rajasthan 08,25,3,110,1,11,0
Rajasthan 08,25,3,130,1,13,0
Rajasthan 08,25,3,130,2,13,0
Rajasthan 08,25,3,140,1,14,0
Rajasthan 08,25,3,140,2,14,0
Rajasthan 08,25,3,150,1,15,0
Rajasthan 08,25,3,170,1,17,0
Rajasthan 08,25,3,180,1,18,0
Rajasthan 08,25,3,190,1,19,0
Rajasthan 08,25,3,200,1,20,0
Rajasthan 08,25,3,200,2,20,0
Rajasthan 08,26,1,11,1,1,1
Rajasthan 08,26,1,22,1,2,2
Rajasthan 08,26,1,31,1,3,1
Rajasthan 08,26,1,32,1,3,2
Rajasthan 08,26,1,41,1,4,1
Rajasthan 08,26,1,51,1,5,1
Rajasthan 08,26,1,71,1,7,1
Rajasthan 08,26,1,81,1,8,1
Rajasthan 08,26,1,91,1,9,1
Rajasthan 08,26,1,101,1,10,1
Rajasthan 08,26,1,111,1,11,1
Rajasthan 08,26,1,121,1,12,1
Rajasthan 08,26,1,131,1,13,1
Rajasthan 08,26,1,132,1,13,2
Rajasthan 08,26,1,133,1,13,3
Rajasthan 08,26,2,11,1,1,1
Rajasthan 08,26,2,21,1,2,1
Rajasthan 08,26,2,31,1,3,1
Rajasthan 08,26,2,41,1,4,1
Rajasthan 08,26,2,51,1,5,1
Rajasthan 08,26,2,51,2,5,1
Rajasthan 08,26,2,61,1,6,1
Rajasthan 08,26,2,71,1,7,1
Rajasthan 08,26,2,81,1,8,1
Rajasthan 08,26,2,91,1,9,1
Rajasthan 08,26,2,92,1,9,2
Rajasthan 08,26,2,101,1,10,1
Rajasthan 08,26,2,102,1,10,2
Rajasthan 08,26,2,111,1,11,1
Rajasthan 08,26,2,121,1,12,1
Rajasthan 08,26,2,131,1,13,1
Rajasthan 08,26,2,132,1,13,2
Rajasthan 08,26,2,141,1,14,1
Rajasthan 08,26,2,142,1,14,2
Rajasthan 08,26,2,151,1,15,1
Rajasthan 08,26,2,161,1,16,1
Rajasthan 08,26,2,171,1,17,1
Rajasthan 08,26,2,172,1,17,2
Rajasthan 08,26,2,173,1,17,3
Rajasthan 08,26,2,181,1,18,1
Rajasthan 08,26,2,181,2,18,1
Rajasthan 08,26,2,191,1,19,1
Rajasthan 08,26,3,11,1,1,1
Rajasthan 08,26,3,11,2,1,1
Rajasthan 08,26,3,12,1,1,2
Rajasthan 08,26,3,12,2,1,2
Rajasthan 08,26,3,21,1,2,1
Rajasthan 08,26,3,22,1,2,2
Rajasthan 08,26,3,24,1,2,4
Rajasthan 08,26,3,31,1,3,1
Rajasthan 08,26,3,31,2,3,1
Rajasthan 08,26,3,31,3,3,1
Rajasthan 08,26,3,31,4,3,1
Rajasthan 08,26,3,31,5,3,1
Rajasthan 08,26,3,31,6,3,1
Rajasthan 08,26,3,32,1,3,2
Rajasthan 08,26,3,41,1,4,1
Rajasthan 08,26,3,51,1,5,1
Rajasthan 08,26,3,71,1,7,1
Rajasthan 08,26,3,72,1,7,2
Rajasthan 08,26,3,73,1,7,3
Rajasthan 08,26,3,81,1,8,1
Rajasthan 08,26,3,81,2,8,1
Rajasthan 08,26,3,91,1,9,1
Rajasthan 08,26,3,101,1,10,1
Rajasthan 08,26,3,111,1,11,1
Rajasthan 08,26,3,121,1,12,1
Rajasthan 08,26,3,121,2,12,1
Rajasthan 08,26,3,131,1,13,1
Rajasthan 08,26,3,141,1,14,1
Rajasthan 08,26,3,151,1,15,1
Rajasthan 08,26,3,151,2,15,1
Rajasthan 08,26,3,151,3,15,1
Rajasthan 08,26,3,161,1,16,1
Rajasthan 08,26,3,161,2,16,1
Rajasthan 08,26,3,171,1,17,1
Rajasthan 08,26,4,11,1,1,1
Rajasthan 08,26,4,11,2,1,1
Rajasthan 08,26,4,21,1,2,1
Rajasthan 08,26,4,31,1,3,1
Rajasthan 08,26,4,32,1,3,2
Rajasthan 08,26,4,41,1,4,1
Rajasthan 08,26,4,41,2,4,1
Rajasthan 08,26,5,10,1,1,0
Rajasthan 08,26,5,20,1,2,0
Rajasthan 08,26,5,40,1,4,0
Rajasthan 08,26,5,50,1,5,0
Rajasthan 08,26,5,60,1,6,0
Rajasthan 08,26,5,70,1,7,0
Rajasthan 08,26,5,80,1,8,0
Rajasthan 08,26,5,90,1,9,0
Rajasthan 08,26,5,90,2,9,0
Rajasthan 08,26,5,100,1,10,0
Rajasthan 08,26,5,110,1,11,0
Rajasthan 08,26,5,120,1,12,0
Rajasthan 08,26,5,130,1,13,0
Rajasthan 08,26,5,140,1,14,0
Rajasthan 08,26,5,150,1,15,0
Rajasthan 08,26,5,150,2,15,0
Rajasthan 08,26,5,160,1,16,0
Rajasthan 08,26,5,170,1,17,0
Rajasthan 08,26,5,170,2,17,0
Rajasthan 08,26,5,180,1,18,0
Rajasthan 08,26,5,190,1,19,0
Rajasthan 08,26,5,200,1,20,0
Rajasthan 08,26,6,20,2,2,0
Rajasthan 08,26,6,40,1,4,0
Rajasthan 08,26,6,50,1,5,0
Rajasthan 08,26,6,50,2,5,0
Rajasthan 08,26,6,60,1,6,0
Rajasthan 08,26,6,70,1,7,0
Rajasthan 08,26,6,80,1,8,0
Rajasthan 08,26,6,80,2,8,0
Rajasthan 08,26,6,90,1,9,0
Rajasthan 08,26,6,100,1,10,0
Rajasthan 08,26,6,110,1,11,0
Rajasthan 08,26,6,120,1,12,0
Rajasthan 08,26,6,140,1,14,0
Rajasthan 08,26,6,150,1,15,0
Rajasthan 08,26,7,10,1,1,0
Rajasthan 08,26,7,40,1,4,0
Rajasthan 08,26,7,50,1,5,0
Rajasthan 08,26,7,60,1,6,0
Rajasthan 08,26,7,70,1,7,0
Rajasthan 08,26,7,120,1,12,0
Rajasthan 08,26,7,140,1,14,0
Rajasthan 08,26,7,150,1,15,0
Rajasthan 08,26,8,10,1,1,0
Rajasthan 08,26,8,20,1,2,0
Rajasthan 08,26,8,30,1,3,0
Rajasthan 08,26,8,30,2,3,0
Rajasthan 08,26,8,50,1,5,0
Rajasthan 08,26,8,60,1,6,0
Rajasthan 08,26,8,70,1,7,0
Rajasthan 08,26,8,90,1,9,0
Rajasthan 08,26,8,100,1,10,0
Rajasthan 08,26,8,120,1,12,0
Rajasthan 08,26,8,120,2,12,0
Rajasthan 08,26,8,130,1,13,0
Rajasthan 08,26,8,140,1,14,0
Rajasthan 08,29,1,10,1,1,0
Rajasthan 08,29,1,20,1,2,0
Rajasthan 08,29,1,40,1,4,0
Rajasthan 08,29,1,60,1,6,0
Rajasthan 08,29,1,70,1,7,0
Rajasthan 08,29,1,80,1,8,0
Rajasthan 08,29,1,80,2,8,0
Rajasthan 08,29,1,100,1,10,0
Rajasthan 08,29,1,110,1,11,0
Rajasthan 08,29,1,120,1,12,0
Rajasthan 08,29,1,130,1,13,0
Rajasthan 08,29,1,140,1,14,0
Rajasthan 08,29,1,140,2,14,0
Rajasthan 08,29,1,140,3,14,0
Rajasthan 08,29,1,150,1,15,0
Rajasthan 08,29,1,150,2,15,0
Rajasthan 08,29,1,150,3,15,0
Rajasthan 08,29,2,10,1,1,0
Rajasthan 08,29,2,20,1,2,0
Rajasthan 08,29,2,30,1,3,0
Rajasthan 08,29,2,40,1,4,0
Rajasthan 08,29,2,40,2,4,0
Rajasthan 08,29,2,60,1,6,0
Rajasthan 08,29,2,70,1,7,0
Rajasthan 08,29,2,80,1,8,0
Rajasthan 08,29,2,90,1,9,0
Rajasthan 08,29,2,110,1,11,0
Rajasthan 08,29,2,120,1,12,0
Rajasthan 08,29,2,130,1,13,0
Rajasthan 08,29,2,150,1,15,0
Rajasthan 08,29,3,10,1,1,0
Rajasthan 08,29,3,20,1,2,0
Rajasthan 08,29,3,30,1,3,0
Rajasthan 08,29,3,40,1,4,0
Rajasthan 08,29,3,50,1,5,0
Rajasthan 08,29,3,60,1,6,0
Rajasthan 08,29,3,70,1,7,0
Rajasthan 08,29,3,80,1,8,0
Rajasthan 08,29,3,90,1,9,0
Rajasthan 08,29,3,90,2,9,0
Rajasthan 08,29,3,110,1,11,0
Rajasthan 08,29,3,110,2,11,0
Rajasthan 08,29,3,120,1,12,0
Rajasthan 08,29,3,120,2,12,0
Rajasthan 08,29,3,130,1,13,0
Rajasthan 08,29,3,140,1,14,0
Rajasthan 08,29,4,10,1,1,0
Rajasthan 08,29,4,20,1,2,0
Rajasthan 08,29,4,30,1,3,0
Rajasthan 08,29,4,40,1,4,0
Rajasthan 08,29,4,50,1,5,0
Rajasthan 08,29,4,60,1,6,0
Rajasthan 08,29,4,80,1,8,0
Rajasthan 08,29,4,90,1,9,0
Rajasthan 08,29,4,90,2,9,0
Rajasthan 08,29,4,100,1,10,0
Rajasthan 08,29,4,110,1,11,0
Rajasthan 08,29,4,120,1,12,0
Rajasthan 08,29,4,120,2,12,0
Rajasthan 08,29,4,140,1,14,0
Rajasthan 08,29,5,10,1,1,0
Rajasthan 08,29,5,40,1,4,0
Rajasthan 08,29,5,50,1,5,0
Rajasthan 08,29,5,60,1,6,0
Rajasthan 08,29,5,70,1,7,0
Rajasthan 08,29,5,80,1,8,0
Rajasthan 08,29,5,90,1,9,0
Rajasthan 08,29,5,100,1,10,0
Rajasthan 08,29,5,110,1,11,0
Rajasthan 08,29,5,110,2,11,0
Rajasthan 08,29,5,120,1,12,0
Rajasthan 08,29,5,130,1,13,0
Rajasthan 08,29,5,140,1,14,0
Rajasthan 08,29,6,10,1,1,0
Rajasthan 08,29,6,10,2,1,0
Rajasthan 08,29,6,20,1,2,0
Rajasthan 08,29,6,20,2,2,0
Rajasthan 08,29,6,50,1,5,0
Rajasthan 08,29,6,50,2,5,0
Rajasthan 08,29,6,50,3,5,0
Rajasthan 08,29,6,70,1,7,0
Rajasthan 08,29,6,80,1,8,0
Rajasthan 08,29,6,90,1,9,0
Rajasthan 08,29,6,100,1,10,0
Rajasthan 08,29,6,110,1,11,0
Rajasthan 08,29,6,120,1,12,0
Rajasthan 08,29,6,130,1,13,0
Rajasthan 08,29,6,150,1,15,0
Rajasthan 08,29,6,150,2,15,0
Rajasthan 08,30,1,10,1,1,0
Rajasthan 08,30,1,20,1,2,0
Rajasthan 08,30,1,30,1,3,0
Rajasthan 08,30,1,40,1,4,0
Rajasthan 08,30,1,40,2,4,0
Rajasthan 08,30,1,60,1,6,0
Rajasthan 08,30,1,70,1,7,0
Rajasthan 08,30,1,80,1,8,0
Rajasthan 08,30,1,90,1,9,0
Rajasthan 08,30,1,90,2,9,0
Rajasthan 08,30,1,110,1,11,0
Rajasthan 08,30,1,120,1,12,0
Rajasthan 08,30,1,130,1,13,0
Rajasthan 08,30,1,140,1,14,0
Rajasthan 08,30,1,140,2,14,0
Rajasthan 08,30,2,10,1,1,0
Rajasthan 08,30,2,30,1,3,0
Rajasthan 08,30,2,40,1,4,0
Rajasthan 08,30,2,50,1,5,0
Rajasthan 08,30,2,70,1,7,0
Rajasthan 08,30,2,80,1,8,0
Rajasthan 08,30,2,80,2,8,0
Rajasthan 08,30,2,90,1,9,0
Rajasthan 08,30,2,100,1,10,0
Rajasthan 08,30,2,110,1,11,0
Rajasthan 08,30,2,110,2,11,0
Rajasthan 08,30,2,110,3,11,0
Rajasthan 08,30,2,130,1,13,0
Rajasthan 08,30,2,130,2,13,0
Rajasthan 08,30,2,140,1,14,0
Rajasthan 08,30,2,150,1,15,0
Rajasthan 08,30,3,10,1,1,0
Rajasthan 08,30,3,20,1,2,0
Rajasthan 08,30,3,20,2,2,0
Rajasthan 08,30,3,30,1,3,0
Rajasthan 08,30,3,60,1,6,0
Rajasthan 08,30,3,60,2,6,0
Rajasthan 08,30,3,80,1,8,0
Rajasthan 08,30,3,90,1,9,0
Rajasthan 08,30,3,100,1,10,0
Rajasthan 08,30,3,110,1,11,0
Rajasthan 08,30,3,120,1,12,0
Rajasthan 08,30,3,140,1,14,0
Rajasthan 08,30,3,150,1,15,0
Rajasthan 08,31,1,20,1,2,0
Rajasthan 08,31,1,30,1,3,0
Rajasthan 08,31,1,40,1,4,0
Rajasthan 08,31,1,40,2,4,0
Rajasthan 08,31,1,60,1,6,0
Rajasthan 08,31,1,70,1,7,0
Rajasthan 08,31,1,90,1,9,0
Rajasthan 08,31,1,100,1,10,0
Rajasthan 08,31,1,110,1,11,0
Rajasthan 08,31,1,120,1,12,0
Rajasthan 08,31,1,130,1,13,0
Rajasthan 08,31,1,140,1,14,0
Rajasthan 08,31,1,150,1,15,0
Rajasthan 08,31,2,10,1,1,0
Rajasthan 08,31,2,20,1,2,0
Rajasthan 08,31,2,30,1,3,0
Rajasthan 08,31,2,40,1,4,0
Rajasthan 08,31,2,50,1,5,0
Rajasthan 08,31,2,70,1,7,0
Rajasthan 08,31,2,80,1,8,0
Rajasthan 08,31,2,100,1,10,0
Rajasthan 08,31,2,120,1,12,0
Rajasthan 08,31,2,130,1,13,0
Rajasthan 08,31,2,140,1,14,0
Rajasthan 08,31,2,150,1,15,0
Rajasthan 08,31,3,10,1,1,0
Rajasthan 08,31,3,20,1,2,0
Rajasthan 08,31,3,40,1,4,0
Rajasthan 08,31,3,50,1,5,0
Rajasthan 08,31,3,70,1,7,0
Rajasthan 08,31,3,80,1,8,0
Rajasthan 08,31,3,90,1,9,0
Rajasthan 08,31,3,90,2,9,0
Rajasthan 08,31,3,100,1,10,0
Rajasthan 08,31,3,110,1,11,0
Rajasthan 08,31,3,120,1,12,0
Rajasthan 08,31,3,130,1,13,0
Rajasthan 08,31,3,150,1,15,0
Rajasthan 08,31,3,150,2,15,0
Rajasthan 08,32,1,11,1,1,1
Rajasthan 08,32,1,21,1,2,1
Rajasthan 08,32,1,31,1,3,1
Rajasthan 08,32,1,31,2,3,1
Rajasthan 08,32,1,41,1,4,1
Rajasthan 08,32,1,51,1,5,1
Rajasthan 08,32,1,61,1,6,1
Rajasthan 08,32,1,71,1,7,1
Rajasthan 08,32,1,71,2,7,1
Rajasthan 08,32,1,81,1,8,1
Rajasthan 08,32,1,91,1,9,1
Rajasthan 08,32,1,101,1,10,1
Rajasthan 08,32,1,102,1,10,2
Rajasthan 08,32,1,111,1,11,1
Rajasthan 08,32,1,131,1,13,1
Rajasthan 08,32,1,141,1,14,1
Rajasthan 08,32,1,151,1,15,1
Rajasthan 08,32,1,161,1,16,1
Rajasthan 08,32,1,162,1,16,2
Rajasthan 08,32,1,163,1,16,3
Rajasthan 08,32,1,171,1,17,1
Rajasthan 08,32,1,181,1,18,1
Rajasthan 08,32,1,181,2,18,1
Rajasthan 08,32,2,11,1,1,1
Rajasthan 08,32,2,21,1,2,1
Rajasthan 08,32,2,31,1,3,1
Rajasthan 08,32,2,31,2,3,1
Rajasthan 08,32,2,41,1,4,1
Rajasthan 08,32,2,41,2,4,1
Rajasthan 08,32,2,41,3,4,1
Rajasthan 08,32,2,41,4,4,1
Rajasthan 08,32,2,41,5,4,1
Rajasthan 08,32,2,51,1,5,1
Rajasthan 08,32,2,61,1,6,1
Rajasthan 08,32,2,71,1,7,1
Rajasthan 08,32,2,81,1,8,1
Rajasthan 08,32,2,91,1,9,1
Rajasthan 08,32,2,91,2,9,1
Rajasthan 08,32,2,91,3,9,1
Rajasthan 08,32,2,101,1,10,1
Rajasthan 08,32,2,111,1,11,1
Rajasthan 08,32,2,112,1,11,2
Rajasthan 08,32,2,121,1,12,1
Rajasthan 08,32,2,121,2,12,1
Rajasthan 08,32,2,131,1,13,1
Rajasthan 08,32,2,141,1,14,1
Rajasthan 08,32,2,142,1,14,2
Rajasthan 08,32,2,151,1,15,1
Rajasthan 08,32,2,151,2,15,1
Rajasthan 08,32,2,152,1,15,2
Rajasthan 08,32,2,153,1,15,3
Rajasthan 08,32,2,161,1,16,1
Rajasthan 08,32,2,171,1,17,1
Rajasthan 08,32,2,181,1,18,1
Rajasthan 08,32,2,181,2,18,1
Rajasthan 08,32,2,191,1,19,1
Rajasthan 08,32,2,191,2,19,1
Rajasthan 08,32,2,191,3,19,1
Rajasthan 08,32,2,201,1,20,1
Rajasthan 08,32,2,221,1,22,1
Rajasthan 08,32,3,11,1,1,1
Rajasthan 08,32,3,11,2,1,1
Rajasthan 08,32,3,22,1,2,2
Rajasthan 08,32,3,23,1,2,3
Rajasthan 08,32,3,24,1,2,4
Rajasthan 08,32,3,31,1,3,1
Rajasthan 08,32,3,31,2,3,1
Rajasthan 08,32,3,31,3,3,1
Rajasthan 08,32,3,41,1,4,1
Rajasthan 08,32,3,41,2,4,1
Rajasthan 08,32,3,61,1,6,1
Rajasthan 08,32,3,72,1,7,2
Rajasthan 08,32,3,73,1,7,3
Rajasthan 08,32,3,81,1,8,1
Rajasthan 08,32,4,11,1,1,1
Rajasthan 08,32,4,31,1,3,1
Rajasthan 08,32,4,31,2,3,1
Rajasthan 08,32,4,32,1,3,2
Rajasthan 08,32,4,41,1,4,1
Rajasthan 08,32,4,51,1,5,1
Rajasthan 08,32,4,61,1,6,1
Rajasthan 08,32,4,61,2,6,1
Rajasthan 08,32,4,71,1,7,1
Rajasthan 08,32,4,81,1,8,1
Rajasthan 08,32,4,81,2,8,1
Rajasthan 08,32,4,91,1,9,1
Rajasthan 08,32,4,91,2,9,1
Rajasthan 08,32,4,91,3,9,1
Rajasthan 08,32,4,101,1,10,1
Rajasthan 08,32,4,111,1,11,1
Rajasthan 08,32,4,121,1,12,1
Rajasthan 08,32,4,121,2,12,1
Rajasthan 08,32,4,121,3,12,1
Rajasthan 08,32,4,131,1,13,1
Rajasthan 08,32,4,141,1,14,1
Rajasthan 08,32,4,171,1,17,1
Rajasthan 08,32,4,181,1,18,1
Rajasthan 08,32,4,191,1,19,1
Rajasthan 08,32,5,11,1,1,1
Rajasthan 08,32,5,21,1,2,1
Rajasthan 08,32,5,31,1,3,1
Rajasthan 08,32,5,41,1,4,1
Rajasthan 08,32,5,51,1,5,1
Rajasthan 08,32,5,51,2,5,1
Rajasthan 08,32,5,61,1,6,1
Rajasthan 08,32,5,71,1,7,1
Rajasthan 08,32,5,71,2,7,1
Rajasthan 08,32,5,71,3,7,1
Rajasthan 08,32,5,81,1,8,1
Rajasthan 08,32,6,11,1,1,1
Rajasthan 08,32,6,21,1,2,1
Rajasthan 08,32,6,21,2,2,1
Rajasthan 08,32,6,21,3,2,1
Rajasthan 08,32,6,21,4,2,1
Rajasthan 08,32,6,31,1,3,1
Rajasthan 08,32,7,10,1,1,0
Rajasthan 08,32,7,20,1,2,0
Rajasthan 08,32,7,30,1,3,0
Rajasthan 08,32,7,40,1,4,0
Rajasthan 08,32,7,50,1,5,0
Rajasthan 08,32,7,60,1,6,0
Rajasthan 08,32,7,80,1,8,0
Rajasthan 08,32,7,90,1,9,0
Rajasthan 08,32,7,110,1,11,0
Rajasthan 08,32,7,120,1,12,0
Rajasthan 08,32,7,130,1,13,0
Rajasthan 08,32,7,140,1,14,0
Rajasthan 08,32,7,150,1,15,0
Rajasthan 08,32,7,160,1,16,0
Rajasthan 08,32,7,170,1,17,0
Rajasthan 08,32,7,180,1,18,0
Rajasthan 08,32,7,180,2,18,0
Rajasthan 08,32,7,180,3,18,0
Rajasthan 08,32,7,190,1,19,0
Rajasthan 08,32,8,10,1,1,0
Rajasthan 08,32,8,20,1,2,0
Rajasthan 08,32,8,30,1,3,0
Rajasthan 08,32,8,40,1,4,0
Rajasthan 08,32,8,40,2,4,0
Rajasthan 08,32,8,50,1,5,0
Rajasthan 08,32,8,60,1,6,0
Rajasthan 08,32,8,70,1,7,0
Rajasthan 08,32,8,70,2,7,0
Rajasthan 08,32,8,80,1,8,0
Rajasthan 08,32,8,90,1,9,0
Rajasthan 08,32,8,100,1,10,0
Rajasthan 08,32,8,110,1,11,0
Rajasthan 08,32,8,120,1,12,0
Rajasthan 08,32,8,130,1,13,0
Rajasthan 08,32,8,140,1,14,0
Rajasthan 08,32,8,150,1,15,0
Rajasthan 08,32,8,160,1,16,0
Rajasthan 08,32,8,170,1,17,0
Rajasthan 08,32,8,180,1,18,0
Rajasthan 08,32,8,190,1,19,0
Rajasthan 08,32,8,200,1,20,0
Rajasthan 08,32,8,200,2,20,0
Rajasthan 08,32,9,10,1,1,0
Rajasthan 08,32,9,20,1,2,0
Rajasthan 08,32,9,30,1,3,0
Rajasthan 08,32,9,40,1,4,0
Rajasthan 08,32,9,50,1,5,0
Rajasthan 08,32,9,50,2,5,0
Rajasthan 08,32,9,60,1,6,0
Rajasthan 08,32,9,70,1,7,0
Rajasthan 08,32,9,80,1,8,0
Rajasthan 08,32,9,90,1,9,0
Rajasthan 08,32,9,100,1,10,0
Rajasthan 08,32,9,110,1,11,0
Rajasthan 08,32,9,120,1,12,0
Rajasthan 08,32,9,130,1,13,0
Rajasthan 08,32,9,140,1,14,0
Rajasthan 08,32,9,150,1,15,0
Rajasthan 08,32,10,10,1,1,0
Rajasthan 08,32,10,20,1,2,0
Rajasthan 08,32,10,20,2,2,0
Rajasthan 08,32,10,30,1,3,0
Rajasthan 08,32,10,40,1,4,0
Rajasthan 08,32,10,50,1,5,0
Rajasthan 08,32,10,60,1,6,0
Rajasthan 08,32,10,80,1,8,0
Rajasthan 08,32,10,80,2,8,0
Rajasthan 08,32,10,80,3,8,0
Rajasthan 08,32,10,90,1,9,0
Rajasthan 08,32,10,100,1,10,0
Rajasthan 08,32,10,110,1,11,0
Rajasthan 08,32,10,120,1,12,0
Rajasthan 08,32,10,140,1,14,0
Rajasthan 08,32,10,150,1,15,0
Rajasthan 08,32,11,10,1,1,0
Rajasthan 08,32,11,20,1,2,0
Rajasthan 08,32,11,30,1,3,0
Rajasthan 08,32,11,30,2,3,0
Rajasthan 08,32,11,40,1,4,0
Rajasthan 08,32,11,50,1,5,0
Rajasthan 08,32,11,70,1,7,0
Rajasthan 08,32,11,90,1,9,0
Rajasthan 08,32,11,100,1,10,0
Rajasthan 08,32,11,110,1,11,0
Rajasthan 08,32,11,120,1,12,0
Rajasthan 08,32,11,130,1,13,0
Rajasthan 08,32,11,130,2,13,0
Rajasthan 08,32,11,130,3,13,0
Rajasthan 08,32,11,130,4,13,0
Rajasthan 08,32,11,140,1,14,0
Rajasthan 08,32,11,140,2,14,0
Rajasthan 08,32,11,150,1,15,0
Rajasthan 08,32,11,150,2,15,0
Rajasthan 08,32,11,150,3,15,0
Uttar Pradesh 09,1,1,31,1,3,1
Uttar Pradesh 09,1,1,31,2,3,1
Uttar Pradesh 09,1,1,41,1,4,1
Uttar Pradesh 09,1,1,51,1,5,1
Uttar Pradesh 09,1,1,61,1,6,1
Uttar Pradesh 09,1,2,11,1,1,1
Uttar Pradesh 09,1,2,11,2,1,1
Uttar Pradesh 09,1,2,21,1,2,1
Uttar Pradesh 09,1,2,31,1,3,1
Uttar Pradesh 09,1,2,32,1,3,2
Uttar Pradesh 09,1,2,41,1,4,1
Uttar Pradesh 09,1,2,42,1,4,2
Uttar Pradesh 09,1,2,43,1,4,3
Uttar Pradesh 09,1,2,51,1,5,1
Uttar Pradesh 09,1,2,61,1,6,1
Uttar Pradesh 09,1,2,71,1,7,1
Uttar Pradesh 09,1,2,81,1,8,1
Uttar Pradesh 09,1,2,91,1,9,1
Uttar Pradesh 09,1,2,101,1,10,1
Uttar Pradesh 09,1,2,101,2,10,1
Uttar Pradesh 09,1,2,111,1,11,1
Uttar Pradesh 09,1,2,112,1,11,2
Uttar Pradesh 09,1,2,121,1,12,1
Uttar Pradesh 09,1,3,11,1,1,1
Uttar Pradesh 09,1,3,21,1,2,1
Uttar Pradesh 09,1,3,31,1,3,1
Uttar Pradesh 09,1,3,41,1,4,1
Uttar Pradesh 09,1,3,42,1,4,2
Uttar Pradesh 09,1,3,51,1,5,1
Uttar Pradesh 09,1,3,52,1,5,2
Uttar Pradesh 09,1,3,61,1,6,1
Uttar Pradesh 09,1,3,72,1,7,2
Uttar Pradesh 09,1,4,11,1,1,1
Uttar Pradesh 09,1,4,21,1,2,1
Uttar Pradesh 09,1,4,31,1,3,1
Uttar Pradesh 09,1,4,41,1,4,1
Uttar Pradesh 09,1,4,51,1,5,1
Uttar Pradesh 09,1,4,61,1,6,1
Uttar Pradesh 09,1,4,71,1,7,1
Uttar Pradesh 09,1,4,81,1,8,1
Uttar Pradesh 09,1,4,91,1,9,1
Uttar Pradesh 09,1,5,10,1,1,0
Uttar Pradesh 09,1,5,20,1,2,0
Uttar Pradesh 09,1,5,30,1,3,0
Uttar Pradesh 09,1,5,40,1,4,0
Uttar Pradesh 09,1,5,50,1,5,0
Uttar Pradesh 09,1,5,60,1,6,0
Uttar Pradesh 09,1,5,70,1,7,0
Uttar Pradesh 09,1,6,10,1,1,0
Uttar Pradesh 09,1,6,20,1,2,0
Uttar Pradesh 09,1,6,30,1,3,0
Uttar Pradesh 09,1,6,40,1,4,0
Uttar Pradesh 09,1,6,50,1,5,0
Uttar Pradesh 09,1,6,60,1,6,0
Uttar Pradesh 09,1,6,70,1,7,0
Uttar Pradesh 09,1,6,80,1,8,0
Uttar Pradesh 09,1,6,90,1,9,0
Uttar Pradesh 09,1,6,100,1,10,0
Uttar Pradesh 09,1,6,120,1,12,0
Uttar Pradesh 09,1,6,130,1,13,0
